"cnpj_basico","cnae_principal","descricao_cnae","cep","bairro","municipio","municipio_nome","capital_social"
"18184925","502","Desconhecido","6177","SP","11","Desconhecido","0.0"
"18184936","280","Desconhecido","6449","SP","17","Desconhecido","0.0"
"18184950","1670","Desconhecido","4541","MG","34","Desconhecido","0.0"
"18184962","53","Desconhecido","9563","GO","64","Desconhecido","0.0"
"18184974","566","Desconhecido","8349","SC","48","Desconhecido","0.0"
"18184990","407","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18185000","27","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185012","305","Desconhecido","7037","SP","11","Desconhecido","0.0"
"18185019","29","Desconhecido","2631","PE","81","Desconhecido","0.0"
"18185034","0","Desconhecido","9519","TO","63","Desconhecido","0.0"
"18185047","45","Desconhecido","5403","MG","34","Desconhecido","0.0"
"18185060","117","Desconhecido","8761","RS","54","Desconhecido","0.0"
"18185073","1001","Desconhecido","6713","SP","11","Desconhecido","0.0"
"18185087","1864","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18185097","2877","Desconhecido","7493","PR","45","Desconhecido","0.0"
"18185112","216","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18185123","97","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18185138","09","Desconhecido","6477","SP","11","Desconhecido","0.0"
"12248390","LT 02","Desconhecido","9733","TO","63","Desconhecido","0.0"
"13317322","120","Desconhecido","1463","CE","88","Desconhecido","0.0"
"18185174","342","Desconhecido","6111","SP","19","Desconhecido","0.0"
"18185185","438","Desconhecido","0601","AP","96","Desconhecido","0.0"
"18185195","50","Desconhecido","3669","BA","74","Desconhecido","0.0"
"16837920","90","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18185218","1927","Desconhecido","0517","PA","93","Desconhecido","0.0"
"18185229","280","Desconhecido","6477","SP","11","Desconhecido","0.0"
"18185242","282","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185252","855","Desconhecido","5839","RJ","21","Desconhecido","0.0"
"18185267","69","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185278","254","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185289","207","Desconhecido","2531","PE","81","Desconhecido","0.0"
"15191038","2500","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18185313","1221","Desconhecido","6221","SP","17","Desconhecido","0.0"
"17268387","135","Desconhecido","3495","BA","75","Desconhecido","0.0"
"18185329","346-B","Desconhecido","6763","SP","18","Desconhecido","0.0"
"13464808","S/N","Desconhecido","6473","SP","16","Desconhecido","0.0"
"18185349","S/N","Desconhecido","6493","SP","16","Desconhecido","0.0"
"18185359","41","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18185411","295","Desconhecido","8791","RS","53","Desconhecido","0.0"
"04935585","16","Desconhecido","6477","SP","11","Desconhecido","0.0"
"17699056","1/2","Desconhecido","9167","MT","65","Desconhecido","0.0"
"18185407","21","Desconhecido","0921","MA","98","Desconhecido","0.0"
"18185420","126","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185430","235","Desconhecido","7037","SP","11","Desconhecido","0.0"
"18185441","44","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185453","1534","Desconhecido","7075","SP","11","Desconhecido","0.0"
"18185468","1507","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"18185482","1913","Desconhecido","6477","SP","11","Desconhecido","0.0"
"18185499","34","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18114659","SN","Desconhecido","7153","SP","17","Desconhecido","0.0"
"18185521","30","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185531","1565","Desconhecido","8593","RS","54","Desconhecido","0.0"
"18185545","725","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"11574111","80","Desconhecido","2051","PB","83","Desconhecido","0.0"
"18185570","190","Desconhecido","6563","SP","11","Desconhecido","0.0"
"18185583","10","Desconhecido","9115","MS","67","Desconhecido","0.0"
"18185596","81","Desconhecido","3313","BA","75","Desconhecido","0.0"
"18185610","110","Desconhecido","4581","MG","34","Desconhecido","0.0"
"18185620","773","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185634","193","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185646","1675","Desconhecido","8083","SC","49","Desconhecido","0.0"
"18185657","142","Desconhecido","6601","SP","11","Desconhecido","0.0"
"18185666","1948","Desconhecido","7107","SP","11","Desconhecido","0.0"
"17905054","1162","Desconhecido","6477","SP","11","Desconhecido","0.0"
"11410352","3309","Desconhecido","8047","SC","47","Desconhecido","0.0"
"18185705","117","Desconhecido","5741","SC","49","Desconhecido","0.0"
"18185714","53","Desconhecido","0225","AM","97","Desconhecido","0.0"
"18185723","05","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"15277481","3692","Desconhecido","0301","RR","95","Desconhecido","0.0"
"12376222","127","Desconhecido","2785","AL","82","Desconhecido","0.0"
"18185754","937","Desconhecido","7495","PR","42","Desconhecido","0.0"
"18185765","1400","Desconhecido","6361","SP","11","Desconhecido","0.0"
"18185780","243","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18185788","S/N","Desconhecido","6355","SP","19","Desconhecido","0.0"
"18185800","LJ 08","Desconhecido","5897","RJ","21","Desconhecido","0.0"
"18185813","35","Desconhecido","7735","PR","42","Desconhecido","0.0"
"18185825","100","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185838","238","Desconhecido","2351","PE","81","Desconhecido","0.0"
"18185852","51","Desconhecido","2351","PE","81","Desconhecido","0.0"
"18185864","250","Desconhecido","8311","SC","47","Desconhecido","0.0"
"18185875","1697E","Desconhecido","9925","MT","65","Desconhecido","0.0"
"18185894","S/N","Desconhecido","9707","EX","","Desconhecido","0.0"
"18185909","266","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185917","313","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185930","1","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18185944","SN","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18185956","SN","Desconhecido","6881","SP","17","Desconhecido","0.0"
"18185968","974","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18185979","126","Desconhecido","8327","SC","48","Desconhecido","0.0"
"18185992","169","Desconhecido","6607","SP","14","Desconhecido","0.0"
"18186006","773","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"09037354","S/N","Desconhecido","6865","SP","19","Desconhecido","0.0"
"18186027","130","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18186040","721","Desconhecido","8289","SC","47","Desconhecido","0.0"
"18186053","SN","Desconhecido","0635","PA","93","Desconhecido","0.0"
"18186068","224","Desconhecido","9983","PR","41","Desconhecido","0.0"
"18186082","72","Desconhecido","5699","ES","27","Desconhecido","0.0"
"18186092","140","Desconhecido","0595","PA","94","Desconhecido","0.0"
"18186109","558","Desconhecido","0139","AC","68","Desconhecido","0.0"
"18186121","19","Desconhecido","8587","RS","53","Desconhecido","0.0"
"18186133","22","Desconhecido","8827","RS","54","Desconhecido","0.0"
"18186147","225","Desconhecido","8791","RS","53","Desconhecido","0.0"
"18186162","332","Desconhecido","0139","AC","68","Desconhecido","0.0"
"18186173","117","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18186183","116","Desconhecido","4921","MG","31","Desconhecido","0.0"
"18186195","402","Desconhecido","5847","RJ","22","Desconhecido","0.0"
"18186211","358","Desconhecido","8875","RS","0","Desconhecido","0.0"
"18186225","568","Desconhecido","8617","RS","0","Desconhecido","0.0"
"18186238","1200","Desconhecido","1178","MS","67","Desconhecido","0.0"
"18186256","64","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18186271","74a","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18186280","729","Desconhecido","6875","SP","19","Desconhecido","0.0"
"18186293","889","Desconhecido","1515","CE","85","Desconhecido","0.0"
"18186305","542","Desconhecido","4941","MG","37","Desconhecido","0.0"
"18186318","SN","Desconhecido","0793","MA","99","Desconhecido","0.0"
"18186333","244","Desconhecido","6875","SP","19","Desconhecido","0.0"
"18186340","162","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18186354","l4 q21","Desconhecido","5849","RJ","21","Desconhecido","0.0"
"20500933","26","Desconhecido","6589","SP","12","Desconhecido","0.0"
"18186378","57","Desconhecido","5865","RJ","21","Desconhecido","0.0"
"18186386","80","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18186400","560","Desconhecido","4625","MG","31","Desconhecido","0.0"
"18186413","18","Desconhecido","4663","MG","33","Desconhecido","0.0"
"18186424","1240","Desconhecido","6563","SP","11","Desconhecido","0.0"
"18186435","752","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18186449","93prox","Desconhecido","4111","MG","32","Desconhecido","0.0"
"18186463","1566","Desconhecido","3685","BA","71","Desconhecido","0.0"
"08625579","KM-07","Desconhecido","0806","SP","17","Desconhecido","0.0"
"18186491","500","Desconhecido","6619","SP","11","Desconhecido","0.0"
"18186504","139","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18186520","324","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18186529","22","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18186543","01","Desconhecido","7047","SP","11","Desconhecido","0.0"
"18186556","1500","Desconhecido","1585","CE","85","Desconhecido","0.0"
"18186570","75","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18186580","901","Desconhecido","6427","SP","11","Desconhecido","0.0"
"18186598","151","Desconhecido","6271","SP","12","Desconhecido","0.0"
"18186609","1571","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18186621","00018","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18186633","03","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18186646","28","Desconhecido","2117","PB","83","Desconhecido","0.0"
"18186660","323","Desconhecido","5903","RJ","22","Desconhecido","0.0"
"18186675","100","Desconhecido","2567","PE","81","Desconhecido","0.0"
"18186688","256","Desconhecido","8303","SC","49","Desconhecido","0.0"
"18186701","208","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18186710","90","Desconhecido","1639","RN","84","Desconhecido","0.0"
"18186722","49","Desconhecido","6545","SP","11","Desconhecido","0.0"
"18186735","101","Desconhecido","3913","BA","71","Desconhecido","0.0"
"18186751","777","Desconhecido","1455","CE","85","Desconhecido","0.0"
"18186765","439","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18186781","59","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18186794","112","Desconhecido","1549","CE","85","Desconhecido","0.0"
"18186805","108","Desconhecido","1455","CE","85","Desconhecido","0.0"
"18186816","181","Desconhecido","5837","RJ","21","Desconhecido","0.0"
"18186828","72","Desconhecido","6401","SP","11","Desconhecido","0.0"
"18186843","270","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18186850","314","Desconhecido","2915","RJ","22","Desconhecido","0.0"
"18186862","270","Desconhecido","6563","SP","11","Desconhecido","0.0"
"18186878","SN","Desconhecido","0223","AM","92","Desconhecido","0.0"
"18186891","297","Desconhecido","6579","SP","11","Desconhecido","0.0"
"18186901","208","Desconhecido","6397","SP","13","Desconhecido","0.0"
"18186913","SN","Desconhecido","5901","RJ","21","Desconhecido","0.0"
"18186928","02","Desconhecido","7055","SP","18","Desconhecido","0.0"
"18186942","SN","Desconhecido","9227","GO","62","Desconhecido","0.0"
"18186954","169","Desconhecido","1455","CE","85","Desconhecido","0.0"
"18186968","142","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18186980","SN","Desconhecido","9595","GO","61","Desconhecido","0.0"
"18186991","196","Desconhecido","7149","SP","19","Desconhecido","0.0"
"18187004","01A","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18187017","339","Desconhecido","2785","AL","82","Desconhecido","0.0"
"12610061","3651","Desconhecido","7149","SP","19","Desconhecido","0.0"
"18187042","SN","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18187055","315","Desconhecido","1455","CE","85","Desconhecido","0.0"
"13153138","2354","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18187080","SN","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"18187092","118","Desconhecido","5897","RJ","21","Desconhecido","0.0"
"18187105","2","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18187118","S N","Desconhecido","0403","PA","91","Desconhecido","0.0"
"18187133","364","Desconhecido","9067","MT","65","Desconhecido","0.0"
"18187144","728","Desconhecido","0139","AC","68","Desconhecido","0.0"
"18187158","11","Desconhecido","0427","PA","91","Desconhecido","0.0"
"18187170","5 A","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"15400802","83","Desconhecido","9445","GO","61","Desconhecido","0.0"
"18187194","104","Desconhecido","7323","RS","51","Desconhecido","0.0"
"18187206","8","Desconhecido","2909","RJ","21","Desconhecido","0.0"
"18187221","52","Desconhecido","5865","RJ","21","Desconhecido","0.0"
"18187234","156","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18187247","139","Desconhecido","3573","BA","0","Desconhecido","0.0"
"18187258","470","Desconhecido","7741","PR","44","Desconhecido","0.0"
"18187271","127","Desconhecido","2841","AL","82","Desconhecido","0.0"
"16547544","361","Desconhecido","5133","MG","31","Desconhecido","0.0"
"18187298","437","Desconhecido","7079","SP","16","Desconhecido","0.0"
"18187312","34","Desconhecido","3573","BA","73","Desconhecido","0.0"
"18187322","425","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18187337","60","Desconhecido","5897","RJ","21","Desconhecido","0.0"
"18187350","356","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18187366","413","Desconhecido","2457","PE","81","Desconhecido","0.0"
"18187380","12","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18187391","315","Desconhecido","5703","ES","27","Desconhecido","0.0"
"18187406","80","Desconhecido","7121","SP","13","Desconhecido","0.0"
"18187417","491","Desconhecido","9041","MS","0","Desconhecido","0.0"
"18187431","SN","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"18187445","65A","Desconhecido","0921","MA","98","Desconhecido","0.0"
"18187459","756","Desconhecido","5877","RJ","24","Desconhecido","0.0"
"18187475","336","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18187485","342 C","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18187499","SN","Desconhecido","6535","SP","15","Desconhecido","0.0"
"18187510","232","Desconhecido","7121","SP","13","Desconhecido","0.0"
"18187525","442","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18187540","697","Desconhecido","1043","PI","85","Desconhecido","0.0"
"18187553","25","Desconhecido","4751","MG","31","Desconhecido","0.0"
"18187566","201","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18187582","30","Desconhecido","6619","SP","11","Desconhecido","0.0"
"18187594","38","Desconhecido","5603","ES","28","Desconhecido","0.0"
"18187610","1600","Desconhecido","7075","SP","11","Desconhecido","0.0"
"18187621","188","Desconhecido","2417","PE","81","Desconhecido","0.0"
"18187634","1090","Desconhecido","9073","MS","67","Desconhecido","0.0"
"18187648","11","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18187660","888","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18187673","455","Desconhecido","5427","MG","31","Desconhecido","0.0"
"18187688","sn","Desconhecido","5897","RJ","21","Desconhecido","0.0"
"18187699","4673","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18187712","130","Desconhecido","0722","MG","31","Desconhecido","0.0"
"18187725","95","Desconhecido","2457","PE","81","Desconhecido","0.0"
"18187741","774","Desconhecido","7183","SP","12","Desconhecido","0.0"
"18187756","48","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"18187770","231","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18187784","723","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18187795","66","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18187809","301","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18187824","91","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18187837","216","Desconhecido","2911","RJ","21","Desconhecido","0.0"
"13550515","433","Desconhecido","7557","PR","43","Desconhecido","0.0"
"13802878","3C","Desconhecido","2525","PE","81","Desconhecido","0.0"
"18187874","0","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18187886"," Casa3","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"18187896","492","Desconhecido","7691","PR","44","Desconhecido","0.0"
"18187913","1168","Desconhecido","8599","RS","54","Desconhecido","0.0"
"18187926","183","Desconhecido","6899","SP","17","Desconhecido","0.0"
"18181241","S/N","Desconhecido","6635","SP","19","Desconhecido","0.0"
