"cnpj_basico","cnae_principal","descricao_cnae","cep","bairro","municipio","municipio_nome","capital_social"
"18133787","60","Desconhecido","6131","SP","19","Desconhecido","0.0"
"18133799","614","Desconhecido","6477","SP","11","Desconhecido","0.0"
"18133811","01","Desconhecido","5021","MG","32","Desconhecido","0.0"
"18133823","249","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18133834","2455","Desconhecido","0003","RO","69","Desconhecido","0.0"
"18133847","08","Desconhecido","2435","PE","81","Desconhecido","0.0"
"18133857","SN","Desconhecido","9397","GO","64","Desconhecido","0.0"
"18133871","14","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18133880","01","Desconhecido","3849","BA","71","Desconhecido","0.0"
"13843033","190","Desconhecido","2381","PE","81","Desconhecido","0.0"
"18133907","186","Desconhecido","8179","SC","47","Desconhecido","0.0"
"18133921","450","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18133936","06","Desconhecido","5021","MG","32","Desconhecido","0.0"
"18133946","2135","Desconhecido","0003","RO","69","Desconhecido","0.0"
"18133956","129","Desconhecido","6639","SP","19","Desconhecido","0.0"
"18133968","82","Desconhecido","7823","PR","47","Desconhecido","0.0"
"18133978","101","Desconhecido","0587","PA","91","Desconhecido","0.0"
"18133990","11","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18134001","01","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18134014","863","Desconhecido","2051","PB","83","Desconhecido","0.0"
"18134026","3058","Desconhecido","8297","SC","47","Desconhecido","0.0"
"18134039","830","Desconhecido","6639","SP","19","Desconhecido","0.0"
"18134048","105","Desconhecido","5041","MG","31","Desconhecido","0.0"
"18134058","804","Desconhecido","4733","MG","32","Desconhecido","0.0"
"18134073","628","Desconhecido","1383","CE","88","Desconhecido","0.0"
"18134086","1495","Desconhecido","7421","PR","41","Desconhecido","0.0"
"18134099","283","Desconhecido","6427","SP","11","Desconhecido","0.0"
"76652841","1536","Desconhecido","5401","MG","34","Desconhecido","0.0"
"18134119","231","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18134133","540","Desconhecido","3087","BA","71","Desconhecido","0.0"
"18134145","636","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18134160","SN","Desconhecido","1931","PB","83","Desconhecido","0.0"
"18134172","192","Desconhecido","6933","SP","14","Desconhecido","0.0"
"18134184","34","Desconhecido","8815","RS","53","Desconhecido","0.0"
"18134196","S/N","Desconhecido","3721","BA","71","Desconhecido","0.0"
"18134209","85","Desconhecido","4029","MG","32","Desconhecido","0.0"
"18134218","527","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18134231","1427","Desconhecido","7745","PR","41","Desconhecido","0.0"
"18134245","1949","Desconhecido","6875","SP","19","Desconhecido","0.0"
"18134257","40","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18134271","53","Desconhecido","8791","RS","53","Desconhecido","0.0"
"18134284","473","Desconhecido","8275","SC","47","Desconhecido","0.0"
"18134298","846","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18134310","426","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18134325","125","Desconhecido","5403","MG","34","Desconhecido","0.0"
"12336393","4366","Desconhecido","1219","PI","86","Desconhecido","0.0"
"18134350","1377","Desconhecido","7135","SP","16","Desconhecido","0.0"
"18134360","01","Desconhecido","2381","PE","81","Desconhecido","0.0"
"18134371","140","Desconhecido","7885","PR","41","Desconhecido","0.0"
"18134384","164","Desconhecido","6285","SP","11","Desconhecido","0.0"
"18134396","16","Desconhecido","0849","MA","98","Desconhecido","0.0"
"18134409","239","Desconhecido","5273","MG","35","Desconhecido","0.0"
"18134419","53","Desconhecido","7107","SP","11","Desconhecido","0.0"
"17934301","991","Desconhecido","5403","MG","34","Desconhecido","0.0"
"18134443","44A","Desconhecido","2727","AL","82","Desconhecido","0.0"
"18134458","420","Desconhecido","7057","SP","11","Desconhecido","0.0"
"18134470","142","Desconhecido","7781","PR","42","Desconhecido","0.0"
"18134482","879","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18134495","1264","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18134506","324","Desconhecido","1455","CE","85","Desconhecido","0.0"
"18134521","47","Desconhecido","3593","BA","77","Desconhecido","0.0"
"18134537","76","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18134547","646","Desconhecido","5663","ES","27","Desconhecido","0.0"
"18134559","167","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18134572","1","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18134587","930","Desconhecido","1407","CE","88","Desconhecido","0.0"
"18134600","18","Desconhecido","2051","PB","83","Desconhecido","0.0"
"18134613","219","Desconhecido","2443","PE","81","Desconhecido","0.0"
"18134626","2171","Desconhecido","9983","PR","19","Desconhecido","0.0"
"14307374","S/N","Desconhecido","2645","AL","82","Desconhecido","0.0"
"18134649","100","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18134664","450","Desconhecido","5091","MG","31","Desconhecido","0.0"
"18134677","246","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18134689","208","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18134701","29","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"61585865","1802","Desconhecido","6155","SP","11","Desconhecido","0.0"
"18134722","525","Desconhecido","7057","SP","11","Desconhecido","0.0"
"18134733","174","Desconhecido","7149","SP","19","Desconhecido","0.0"
"18134749","75","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18134762","261","Desconhecido","6681","SP","14","Desconhecido","0.0"
"18134778","561","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18134788","3252","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18134801","503","Desconhecido","6213","SP","11","Desconhecido","0.0"
"18134814","23","Desconhecido","3045","BA","74","Desconhecido","0.0"
"18134826","1806","Desconhecido","7145","SP","15","Desconhecido","0.0"
"18134834","188","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18134846","1161","Desconhecido","2785","AL","82","Desconhecido","0.0"
"18134855","23","Desconhecido","2083","PB","83","Desconhecido","0.0"
"17767143","185","Desconhecido","6601","SP","92","Desconhecido","0.0"
"18134884","633","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18134895","305","Desconhecido","0471","PA","93","Desconhecido","0.0"
"18134906","465","Desconhecido","5403","MG","34","Desconhecido","0.0"
"18134917","181","Desconhecido","7097","SP","17","Desconhecido","0.0"
"18134928","385","Desconhecido","9621","TO","63","Desconhecido","0.0"
"18134937","S/N","Desconhecido","6257","SP","18","Desconhecido","0.0"
"18134944","22","Desconhecido","6313","SP","11","Desconhecido","0.0"
"18134950","929","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18134961","15","Desconhecido","9733","TO","63","Desconhecido","0.0"
"18134976","100","Desconhecido","7097","SP","17","Desconhecido","0.0"
"18134988","1228","Desconhecido","0235","AM","92","Desconhecido","0.0"
"18135000","154","Desconhecido","6713","SP","11","Desconhecido","0.0"
"18135014","590","Desconhecido","3875","BA","75","Desconhecido","0.0"
"18135027","65","Desconhecido","7145","SP","15","Desconhecido","0.0"
"18135036","100","Desconhecido","5403","MG","34","Desconhecido","0.0"
"18135044","1244","Desconhecido","7107","SP","11","Desconhecido","0.0"
"29744778","43","Desconhecido","1583","CE","11","Desconhecido","0.0"
"18135065","65","Desconhecido","6291","SP","19","Desconhecido","0.0"
"12760894","25","Desconhecido","6545","SP","11","Desconhecido","0.0"
"11265032","704","Desconhecido","7121","SP","13","Desconhecido","0.0"
"18135104","144","Desconhecido","2951","SP","19","Desconhecido","0.0"
"18135115","116","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18135130","321","Desconhecido","7099","SP","12","Desconhecido","0.0"
"18135141","291","Desconhecido","0301","RR","95","Desconhecido","0.0"
"18135156","19","Desconhecido","5819","RJ","22","Desconhecido","0.0"
"18135166","667","Desconhecido","6543","SP","13","Desconhecido","0.0"
"18135179","1559","Desconhecido","1219","PI","86","Desconhecido","0.0"
"18135190","14","Desconhecido","3669","BA","74","Desconhecido","0.0"
"18135204","362","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18135213","S/N","Desconhecido","6271","SP","11","Desconhecido","0.0"
"18135223","74","Desconhecido","6789","SP","11","Desconhecido","0.0"
"18135235","3333","Desconhecido","6619","SP","16","Desconhecido","0.0"
"18135248","951","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18135258","616","Desconhecido","7667","PR","43","Desconhecido","0.0"
"18135273","242","Desconhecido","6607","SP","14","Desconhecido","0.0"
"18135284","63 FT","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18135298","787","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18135307","271","Desconhecido","2673","MG","31","Desconhecido","0.0"
"18135322","112","Desconhecido","0427","PA","91","Desconhecido","0.0"
"18135336","24","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18135346","571","Desconhecido","8179","SC","47","Desconhecido","0.0"
"18135362","28","Desconhecido","4443","MG","33","Desconhecido","0.0"
"18135372","47","Desconhecido","7149","SP","19","Desconhecido","0.0"
"14794120","S/N","Desconhecido","6165","SP","19","Desconhecido","0.0"
"18135389","S/N","Desconhecido","2957","SP","11","Desconhecido","0.0"
"18135399","272","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18135409","689","Desconhecido","5371","MG","33","Desconhecido","0.0"
"18135422","684 B","Desconhecido","5453","PR","41","Desconhecido","0.0"
"18135438","80","Desconhecido","9123","MS","67","Desconhecido","0.0"
"18135450","1200","Desconhecido","8183","SC","49","Desconhecido","0.0"
"18135461","2093","Desconhecido","0003","RO","69","Desconhecido","0.0"
"18135473","436","Desconhecido","7107","SP","11","Desconhecido","0.0"
"11340414","365","Desconhecido","6273","SP","12","Desconhecido","0.0"
"07052808","158","Desconhecido","2179","PB","83","Desconhecido","0.0"
"18135506","144","Desconhecido","5867","RJ","22","Desconhecido","0.0"
"18135521","55","Desconhecido","5273","MG","35","Desconhecido","0.0"
"18135531","201","Desconhecido","6401","SP","11","Desconhecido","0.0"
"14304545","160","Desconhecido","2521","PE","87","Desconhecido","0.0"
"18135553","519","Desconhecido","7035","SP","19","Desconhecido","0.0"
"18135567","125","Desconhecido","6551","SP","11","Desconhecido","0.0"
"18135581","198","Desconhecido","7991","PR","46","Desconhecido","0.0"
"18135594","268","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18135604","178","Desconhecido","5155","MG","31","Desconhecido","0.0"
"18135617","691","Desconhecido","0842","PR","41","Desconhecido","0.0"
"18135629","750","Desconhecido","7435","PR","41","Desconhecido","0.0"
"10262730","2073","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18135655","400","Desconhecido","6715","SP","19","Desconhecido","0.0"
"18135667","20","Desconhecido","5049","MG","35","Desconhecido","0.0"
"17170844","482","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18135692","367","Desconhecido","6579","SP","11","Desconhecido","0.0"
"18135708","687","Desconhecido","5273","MG","35","Desconhecido","0.0"
"18135719","569","Desconhecido","7029","SP","14","Desconhecido","0.0"
"18135729","09","Desconhecido","3515","BA","75","Desconhecido","0.0"
"18135737","169","Desconhecido","7667","PR","43","Desconhecido","0.0"
"18135746","52","Desconhecido","7047","SP","11","Desconhecido","0.0"
"18135760","SN","Desconhecido","8105","SC","48","Desconhecido","0.0"
"18135773","483","Desconhecido","8589","RS","51","Desconhecido","0.0"
"18135784","110","Desconhecido","7099","SP","12","Desconhecido","0.0"
"18135794","116","Desconhecido","6401","SP","11","Desconhecido","0.0"
"18135807","435","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18135818","1560","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18135835","535","Desconhecido","8915","RS","51","Desconhecido","0.0"
"18135846","433","Desconhecido","0742","MG","34","Desconhecido","0.0"
"18135859","127","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18135873","246","Desconhecido","0758","ES","27","Desconhecido","0.0"
"18135887","SN","Desconhecido","9197","MT","66","Desconhecido","0.0"
"18135898","647","Desconhecido","7623","PR","43","Desconhecido","0.0"
"18135909","51","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18135923","135","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18135935","4","Desconhecido","9645","GO","64","Desconhecido","0.0"
"18135944","388","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18135958","S/N","Desconhecido","9733","TO","63","Desconhecido","0.0"
"18135969","1165","Desconhecido","4799","MG","31","Desconhecido","0.0"
"18135981","625","Desconhecido","4219","MG","35","Desconhecido","0.0"
"18135990","495","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18136001","414","Desconhecido","7523","PR","45","Desconhecido","0.0"
"18136014","659","Desconhecido","6269","SP","11","Desconhecido","0.0"
"18136024","421","Desconhecido","6131","SP","19","Desconhecido","0.0"
"15693683","1421","Desconhecido","8105","SC","48","Desconhecido","0.0"
"18136054","482","Desconhecido","8105","SC","48","Desconhecido","0.0"
"18136070","959","Desconhecido","5903","RJ","22","Desconhecido","0.0"
"18136081","05","Desconhecido","0921","MA","98","Desconhecido","0.0"
"18136092","1335","Desconhecido","7691","PR","44","Desconhecido","0.0"
"18136102","SN","Desconhecido","3833","BA","75","Desconhecido","0.0"
"18136117","785","Desconhecido","4577","MG","34","Desconhecido","0.0"
"14203854","1325","Desconhecido","8001","SC","49","Desconhecido","0.0"
"18136141","141","Desconhecido","5865","RJ","21","Desconhecido","0.0"
"18136154","486","Desconhecido","8105","SC","48","Desconhecido","0.0"
"18136165","2010","Desconhecido","7083","SP","19","Desconhecido","0.0"
"18136177","62","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18136191","2020","Desconhecido","4959","MG","34","Desconhecido","0.0"
"18136205","1025","Desconhecido","2785","AL","82","Desconhecido","0.0"
"18136217","749","Desconhecido","6929","SP","18","Desconhecido","0.0"
"18136229","667","Desconhecido","1547","CE","88","Desconhecido","0.0"
"18136245","98","Desconhecido","7057","SP","11","Desconhecido","0.0"
"18136257","162","Desconhecido","1373","CE","85","Desconhecido","0.0"
"18136270","2147","Desconhecido","7701","PR","45","Desconhecido","0.0"
"18136284","32","Desconhecido","4813","MG","31","Desconhecido","0.0"
"18136294","SN","Desconhecido","9357","GO","94","Desconhecido","0.0"
"18136306","431","Desconhecido","6347","SP","14","Desconhecido","0.0"
"18136319","612","Desconhecido","9237","TO","63","Desconhecido","0.0"
"02696818","3965","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18136345","174","Desconhecido","8249","SC","47","Desconhecido","0.0"
"18136357","527","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18136369","08","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18136379","224","Desconhecido","1359","CE","85","Desconhecido","0.0"
"18136388","2079","Desconhecido","9021","MS","67","Desconhecido","0.0"
"18136399","01","Desconhecido","9561","GO","62","Desconhecido","0.0"
"18136413","1375","Desconhecido","8143","SC","48","Desconhecido","0.0"
"18136423","497","Desconhecido","4083","MG","37","Desconhecido","0.0"
"18136436","697","Desconhecido","9051","MS","67","Desconhecido","0.0"
"14579578","117","Desconhecido","7571","PR","44","Desconhecido","0.0"
"18136460","8100","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18136475","225","Desconhecido","6787","SP","16","Desconhecido","0.0"
"18136489","297","Desconhecido","5871","RJ","21","Desconhecido","0.0"
"18136498","30","Desconhecido","7145","SP","15","Desconhecido","0.0"
"18136511","450","Desconhecido","8801","RS","51","Desconhecido","0.0"
"14794120","S/N","Desconhecido","6355","SP","19","Desconhecido","0.0"
"18136535","364","Desconhecido","9301","GO","64","Desconhecido","0.0"
"18136543","153","Desconhecido","2095","PB","83","Desconhecido","0.0"
"18136559","149","Desconhecido","0772","RJ","22","Desconhecido","0.0"
"18136569","81","Desconhecido","6589","SP","12","Desconhecido","0.0"
"18136581","1109","Desconhecido","8233","SC","48","Desconhecido","0.0"
"18136591","53","Desconhecido","2885","AL","82","Desconhecido","0.0"
"18136604","34","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18136617","2065","Desconhecido","1389","CE","85","Desconhecido","0.0"
"15555880","142","Desconhecido","5155","MG","31","Desconhecido","0.0"
"18136641","19","Desconhecido","6877","SP","14","Desconhecido","0.0"
"18136656","25","Desconhecido","6105","SP","19","Desconhecido","0.0"
"16677848","88","Desconhecido","6251","SP","11","Desconhecido","0.0"
"18136681","SN","Desconhecido","1431","CE","88","Desconhecido","0.0"
"18136690","566","Desconhecido","6945","SP","18","Desconhecido","0.0"
"18136703","S/N","Desconhecido","5893","RJ","22","Desconhecido","0.0"
"18136718","576","Desconhecido","4895","MG","31","Desconhecido","0.0"
"18136729","102","Desconhecido","7151","SP","11","Desconhecido","0.0"
"18136743","1558","Desconhecido","7953","PR","44","Desconhecido","0.0"
"18136756","S/N","Desconhecido","1080","MT","66","Desconhecido","0.0"
"18136767","2962","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18136778","27","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18136791","8673","Desconhecido","8047","SC","47","Desconhecido","0.0"
"18136803","50","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18136819","511","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18136829","1343","Desconhecido","8183","SC","49","Desconhecido","0.0"
"18136843","319","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18136856","483","Desconhecido","9921","MT","66","Desconhecido","0.0"
"18093149","7","Desconhecido","0770","RJ","22","Desconhecido","0.0"
"18136877","688","Desconhecido","5387","MG","35","Desconhecido","0.0"
"18136890","170","Desconhecido","4079","MG","34","Desconhecido","0.0"
"18136905","250","Desconhecido","8915","RS","51","Desconhecido","0.0"
"18136918","9140","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18136931","0755","Desconhecido","2825","AL","82","Desconhecido","0.0"
"18136943","191","Desconhecido","8221","SC","47","Desconhecido","0.0"
"18136953","132","Desconhecido","2521","PE","74","Desconhecido","0.0"
"18136964","1437","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18136974","2262","Desconhecido","8053","SC","48","Desconhecido","0.0"
"18136985","3550","Desconhecido","8985","MT","66","Desconhecido","0.0"
"10666009","550","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18137010","38","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18137023","1027","Desconhecido","5871","RJ","21","Desconhecido","0.0"
"18137035","1750","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18137045","75","Desconhecido","7607","PR","42","Desconhecido","0.0"
"18137057","901","Desconhecido","6727","SP","16","Desconhecido","0.0"
"18137071","224","Desconhecido","4123","MG","31","Desconhecido","0.0"
"02549843","365","Desconhecido","7145","SP","11","Desconhecido","0.0"
"18137090","1205","Desconhecido","1429","CE","85","Desconhecido","0.0"
"18137102","148","Desconhecido","3283","BA","75","Desconhecido","0.0"
"18137116","3785","Desconhecido","8963","RS","51","Desconhecido","0.0"
"18137129","351","Desconhecido","8767","RS","54","Desconhecido","0.0"
"17051027","251","Desconhecido","6181","SP","11","Desconhecido","0.0"
"18137151","41","Desconhecido","2549","PE","81","Desconhecido","0.0"
"18137161","67","Desconhecido","4553","MG","33","Desconhecido","0.0"
"18137173","116","Desconhecido","4553","MG","33","Desconhecido","0.0"
"18137188","238","Desconhecido","5041","MG","31","Desconhecido","0.0"
"18137198","967","Desconhecido","5155","MG","31","Desconhecido","0.0"
"18137212","226","Desconhecido","8161","SC","47","Desconhecido","0.0"
"18137225","644","Desconhecido","8569","RS","51","Desconhecido","0.0"
"18137236","52","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18137245","81","Desconhecido","6841","SP","16","Desconhecido","0.0"
"18137256","559","Desconhecido","7071","SP","13","Desconhecido","0.0"
"18137269","139","Desconhecido","8629","RS","53","Desconhecido","0.0"
"18137279","1533","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18137293","1427","Desconhecido","1219","PI","86","Desconhecido","0.0"
"18137306","53","Desconhecido","4409","MG","35","Desconhecido","0.0"
"18137321","4346","Desconhecido","7935","PR","44","Desconhecido","0.0"
"18137335","26","Desconhecido","7425","PR","43","Desconhecido","0.0"
"18137346","427","Desconhecido","9135","MT","66","Desconhecido","0.0"
"18137359","219","Desconhecido","3849","BA","71","Desconhecido","0.0"
"09147954","80","Desconhecido","4147","MG","37","Desconhecido","0.0"
"18137388","08","Desconhecido","5663","ES","27","Desconhecido","0.0"
"05116911","129","Desconhecido","6291","SP","17","Desconhecido","0.0"
"18137411","250","Desconhecido","4733","MG","32","Desconhecido","0.0"
"18137427","436","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18137438","SN","Desconhecido","9227","GO","62","Desconhecido","0.0"
"18137449","SN","Desconhecido","9677","GO","61","Desconhecido","0.0"
"18137459","S/N","Desconhecido","6297","SP","18","Desconhecido","0.0"
"18137470","S/N","Desconhecido","6857","SP","15","Desconhecido","0.0"
"18137482","143","Desconhecido","6181","SP","11","Desconhecido","0.0"
"14055518","1445 W","Desconhecido","9185","MT","65","Desconhecido","0.0"
"18137509","2934","Desconhecido","7245","SP","17","Desconhecido","0.0"
"18137519","198","Desconhecido","6415","SP","11","Desconhecido","0.0"
"18137534","3286","Desconhecido","8047","SC","47","Desconhecido","0.0"
"18137548","2728","Desconhecido","1219","PI","86","Desconhecido","0.0"
"18137564","27","Desconhecido","8785","RS","54","Desconhecido","0.0"
"18137576","998","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18137590","757","Desconhecido","7435","PR","41","Desconhecido","0.0"
"18137602","596","Desconhecido","2909","RJ","21","Desconhecido","0.0"
"17810106","469","Desconhecido","6597","SP","17","Desconhecido","0.0"
"18137626","997","Desconhecido","6565","SP","15","Desconhecido","0.0"
"18137635","535","Desconhecido","8105","SC","48","Desconhecido","0.0"
"18137654","240","Desconhecido","4141","MG","35","Desconhecido","0.0"
"18137668","63","Desconhecido","6639","SP","19","Desconhecido","0.0"
"18137683","01","Desconhecido","7097","SP","17","Desconhecido","0.0"
"18137694","205","Desconhecido","1043","PI","86","Desconhecido","0.0"
"18137707","54","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"18137718","237","Desconhecido","6131","SP","19","Desconhecido","0.0"
"18137731","536","Desconhecido","8985","MT","66","Desconhecido","0.0"
"18137740","SN","Desconhecido","9373","GO","62","Desconhecido","0.0"
"18137753","SN","Desconhecido","9543","GO","62","Desconhecido","0.0"
"12071705","1800","Desconhecido","4763","MG","35","Desconhecido","0.0"
"18137776","SN","Desconhecido","9289","GO","64","Desconhecido","0.0"
"18137788","219","Desconhecido","7145","SP","19","Desconhecido","0.0"
"18137804","381","Desconhecido","6705","SP","18","Desconhecido","0.0"
"18137814","3511","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18137826","520","Desconhecido","6619","SP","11","Desconhecido","0.0"
"18137839","RT","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18137853","08","Desconhecido","7435","PR","41","Desconhecido","0.0"
"17880112","230","Desconhecido","7839","PR","43","Desconhecido","0.0"
"18137878","400","Desconhecido","8039","SC","47","Desconhecido","0.0"
"18137891","471","Desconhecido","5909","RJ","22","Desconhecido","0.0"
"18137904","691","Desconhecido","6565","SP","15","Desconhecido","0.0"
"18137913","560","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18137926","1337","Desconhecido","7435","PR","41","Desconhecido","0.0"
"18137941","6740","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18137956","969","Desconhecido","6689","SP","11","Desconhecido","0.0"
"18137965","215","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18137978","94","Desconhecido","7581","PR","45","Desconhecido","0.0"
"18137996","468","Desconhecido","2051","PB","83","Desconhecido","0.0"
"11428104","14","Desconhecido","3413","BA","71","Desconhecido","0.0"
"18138019","76","Desconhecido","2051","PB","83","Desconhecido","0.0"
"06992369","SN","Desconhecido","8177","SC","49","Desconhecido","0.0"
"15916624","1100","Desconhecido","6371","SP","11","Desconhecido","0.0"
"18138055","10","Desconhecido","8311","SC","47","Desconhecido","0.0"
"18138066","26","Desconhecido","7007","SP","15","Desconhecido","0.0"
"18138077","137","Desconhecido","7107","SP","11","Desconhecido","0.0"
"11233594","26","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138105","14","Desconhecido","4133","MG","31","Desconhecido","0.0"
"18138118","86","Desconhecido","4637","MG","31","Desconhecido","0.0"
"18138133","1968","Desconhecido","6707","SP","17","Desconhecido","0.0"
"18138147","21","Desconhecido","6361","SP","11","Desconhecido","0.0"
"18138159","1508","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18138169","331","Desconhecido","7107","SP","11","Desconhecido","0.0"
"00967468","161","Desconhecido","7165","SP","16","Desconhecido","0.0"
"18138195","80","Desconhecido","4743","MG","37","Desconhecido","0.0"
"18138209","2851","Desconhecido","6511","SP","16","Desconhecido","0.0"
"18138224","14171","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138237","SN","Desconhecido","9753","GO","62","Desconhecido","0.0"
"18138251","144","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18138264","292","Desconhecido","6213","SP","11","Desconhecido","0.0"
"18138275","249","Desconhecido","3515","BA","75","Desconhecido","0.0"
"11709648","74","Desconhecido","6477","SP","11","Desconhecido","0.0"
"18138300","359","Desconhecido","1545","CE","88","Desconhecido","0.0"
"18138312","139","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138327","474","Desconhecido","6241","SP","11","Desconhecido","0.0"
"12868487","44","Desconhecido","0585","PA","91","Desconhecido","0.0"
"18138349","2182","Desconhecido","6163","SP","16","Desconhecido","0.0"
"18138366","91 - A","Desconhecido","3833","BA","71","Desconhecido","0.0"
"01594422","80","Desconhecido","3313","BA","75","Desconhecido","0.0"
"18138385","208","Desconhecido","6713","SP","11","Desconhecido","0.0"
"18138400","391","Desconhecido","2999","SP","15","Desconhecido","0.0"
"18138410","1737","Desconhecido","8729","RS","51","Desconhecido","0.0"
"14963475","S/N","Desconhecido","6615","SP","17","Desconhecido","0.0"
"14643468","S/N","Desconhecido","6841","SP","16","Desconhecido","0.0"
"18138441","1777","Desconhecido","8935","RS","51","Desconhecido","0.0"
"18138455","98","Desconhecido","5869","RJ","21","Desconhecido","0.0"
"18138469","488","Desconhecido","6639","SP","19","Desconhecido","0.0"
"18138480","1261","Desconhecido","9399","GO","66","Desconhecido","0.0"
"18138494","20","Desconhecido","5279","MG","31","Desconhecido","0.0"
"18138505","303","Desconhecido","7107","SP","11","Desconhecido","0.0"
"17480608","167","Desconhecido","7075","SP","11","Desconhecido","0.0"
"18138533","14","Desconhecido","3985","BA","75","Desconhecido","0.0"
"18138543","115","Desconhecido","7107","SP","11","Desconhecido","0.0"
"10596833","53","Desconhecido","7107","SP","11","Desconhecido","0.0"
"13208785","S/N","Desconhecido","3685","BA","71","Desconhecido","0.0"
"18138576","116","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138588","122","Desconhecido","1116","RJ","21","Desconhecido","0.0"
"18138598","42","Desconhecido","3713","BA","75","Desconhecido","0.0"
"17489554","11","Desconhecido","2381","PE","81","Desconhecido","0.0"
"18138627","36","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18138641","167","Desconhecido","2847","AL","82","Desconhecido","0.0"
"18138656","23","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18138667","930","Desconhecido","4787","MG","33","Desconhecido","0.0"
"18138679","405","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18138692","30","Desconhecido","4917","MG","31","Desconhecido","0.0"
"18138705","1374","Desconhecido","7099","SP","12","Desconhecido","0.0"
"18138720","198","Desconhecido","7115","SP","12","Desconhecido","0.0"
"16643404","2361","Desconhecido","6979","SP","19","Desconhecido","0.0"
