"cnpj_basico","cnae_principal","cep","bairro","municipio","capital_social"
"18164547","00","333","PROFESSOR OLYNTHO ORSINI","RUA","0.0"
"18164560","01","377","DA CANTAREIRA","RUA","0.0"
"18164570","01","464","JOSE DE MOURA BUENO","RUA","0.0"
"18164586","01","668","GOIANASES","RUA","0.0"
"18164599","01","88","PAUL HARRIS","AVENIDA","0.0"
"18164610","63","5009","DO ORATORIO","AVENIDA","0.0"
"18164625","67","63","50 (A MENDES)","RUA","0.0"
"18164636","01","52","LUIZ PEQUENO DE LIMA","RUA","0.0"
"18164649","01","186","ANTONIO LUIS DE GODOI","AVENIDA","0.0"
"18164664","00","7157","PROTASIO ALVES,","AVENIDA","0.0"
"18164679","01","LJ6","PEDRO LUDOVICO 2623","AVENIDA","0.0"
"18164690","01","555","JULIO COLACO","RUA","0.0"
"18164703","01","115","PISTOIA","AVENIDA","0.0"
"18164714","63","402","DOM PEDRO I","AVENIDA","0.0"
"18164725","63","80","ALMIRANTE PEDRO DE FRONTIM","RUA","0.0"
"18164736","67","04","POLO NORTE","RUA","0.0"
"02023784","01","230","EUCLIDES JOSE BORGES","AVENIDA","0.0"
"18164761","00","776","AMAPA","RUA","0.0"
"18164778","00","362","NITEROI","RUA","0.0"
"18164792","01","184","OSWALDO COCHRANE","RUA","0.0"
"18164808","00","500","DALILA","AVENIDA","0.0"
"18164818","63","460","MINAS GERAIS","RUA","0.0"
"18164831","01","SN","QUERUBINO GOMES LEAO","RUA","0.0"
"18164844","01","23","SANTA IZABEL","RUA","0.0"
"16938018","01","595","PROFESSOR CANDIDO MOTTA FILHO","ESTRADA","0.0"
"18164866","67","2030","ROQUE NEGOSEKE","RUA","0.0"
"18164880","00","74","JOAO RAMOS COELHO","RUA","0.0"
"18164895","63","75","PRIMEIRO DE NOVEMBRO","RUA","0.0"
"18164910","00","722","23 DE MAIO","AVENIDA","0.0"
"18164926","00","29","QR 415 CONJUNTO 8 LOTE","QUADRA","0.0"
"18164937","01","61","VEREADOR OSVALDO R. CAMARGO","RUA","0.0"
"12866339","01","103","DONA ANTONIA DE QUEIROS","RUA","0.0"
"18164963","00","19","AVENIR MIRANZI","RUA","0.0"
"18164972","00","333","ALMIRANTE ALVES CAMARA","RUA","0.0"
"18164986","01","117","rua pinheiro machado","RUA","0.0"
"18164997","01","45","RUA A","RUA","0.0"
"18165008","63","250","ENGENHEIRO FERNANDO GUILHON","AVENIDA","0.0"
"18165016","00","141","DOUTOR NICOLAU DE SOUSA QUEIROS","RUA","0.0"
"18165030","00","94","TEREZA CRISTINA","RUA","0.0"
"18165045","00","141,5","SP 215 N KM FAZENDA AGUAS DA PRATA","RODOVIA","0.0"
"18165057","00","561","CARIJOS","RUA","0.0"
"18165070","67","110","RIO PRETO","RUA","0.0"
"18165082","00","122","GENY CARNEIRO DA SILVA","RUA","0.0"
"14217419","01","277","INDUSTRIAL JOSE BEDUSCHI","RUA","0.0"
"18165105","67","144","XV (CJ CIDADE OESTE)","RUA","0.0"
"18165119","01","82","francisca narciso da silva","RUA","0.0"
"18165130","01","754 A","MARIO CESARINO","RUA","0.0"
"18165146","01","103","RUBI","RUA","0.0"
"18165160","01","58","DOUTOR SALOMAO PIRES ABRAHAO (ILHA DA PINTADA)","RUA","0.0"
"18165170","63","790","JOAO BATISTA CASAGRANDE","RUA","0.0"
"18165186","01","182","david caldas","RUA","0.0"
"18165198","01","NS","LUIZ EDUARDO  MAGALHAES","AVENIDA","0.0"
"18165208","01","551","Juscelino K. de Oliveira","RUA","0.0"
"18165220","01","1915","PRESIDENTE KENNEDY","AVENIDA","0.0"
"18165232","01","2268","RIO DE JANEIRO","RUA","0.0"
"13335052","01","246","VINTE DE JANEIRO","RUA","0.0"
"18165257","00","1455","SANTO ANTONIO","RUA","0.0"
"18165268","00","984","ADERBAL RAMOS DA SILVA","RUA","0.0"
"18165283","00","95","REMI HENRIQUE MULLER","RUA","0.0"
"14180063","00","21","DONA MARIA COELHO DE AGUIAR","PRACA","0.0"
"18165306","00","125","ROBERTO SILVEIRA","AVENIDA","0.0"
"18165321","67","75","GABRIEL FAGUNDES DA ROSA","RUA","0.0"
"18165334","01","212","DO PALMEIRAS","SERVIDAO","0.0"
"18165343","67","34","IRMAOS MIRANDA","PRACA","0.0"
"18165353","00","63","ARTIBANO PICOLO","RUA","0.0"
"18165366","67","2213","MENINO MARCELO","AVENIDA","0.0"
"18165379","67","SN","CENTRAL DE ARTESANATO","RUA","0.0"
"18165390","00","470","FEIJO JUNIOR","RUA","0.0"
"18165403","01","261","rua 14","RUA","0.0"
"18165416","00","267","TEOPOMPO DE VASCONCELOS","RUA","0.0"
"18165427","01","00","Linha Floresta","ESTRADA","0.0"
"18165441","01","21","DAS AZALEIAS","RUA","0.0"
"18165452","63","139","PLACIDO DE CASTRO","RUA","0.0"
"18165467","67","2","HUMBERTO CAMPOS","RUA","0.0"
"18165476","00","505","DAS PALMEIRAS (P IPES II)","AVENIDA","0.0"
"18165487","00","10","DOS IPES","RUA","0.0"
"03573863","01","13","JOAO PIATO","RUA","0.0"
"18165515","54","76","BELO HORIZONTE","RUA","0.0"
"18165526","00","2346","SAO DOMINGOS","AVENIDA","0.0"
"18165539","01","222","SANTA CRUZ","RUA","0.0"
"18165547","01","2307","tancredo neves","AVENIDA","0.0"
"18165561","00","117","ANTONIO BENTO","RUA","0.0"
"18165570","63","701","VICTOR HUGO","RUA","0.0"
"18165581","00","1.777","TENENTE CAMARGO","RUA","0.0"
"18165596","67","849","CORONEL JUVENCIO SARMENTO","RUA","0.0"
"18165609","67","SN","NORTE SUL","RODOVIA","0.0"
"18165622","01","792","PARANA","AVENIDA","0.0"
"18165633","63","900","PITO ACESO","ESTRADA","0.0"
"18165648","00","715","CENTRAL SUL","AVENIDA","0.0"
"18165659","63","675","rubens rangel","AVENIDA","0.0"
"18165675","00","196","MARIA DURAO GAMA","RUA","0.0"
"18165689","01","811","ARISTIDES JUNQUEIRA","RUA","0.0"
"18165700","63","78","ANTONIA GONCALVES CASSUNDE","RUA","0.0"
"18165713","00","137","LUCIDIO ANTUNES PORCIUNCULA","ESTRADA","0.0"
"18165725","01","283","CESAR DE ANDRADE","RUA","0.0"
"18165735","01","42","JANGADEIROS","RUA","0.0"
"18165744","00","66","ANTONIO GOMES VIANA","RUA","0.0"
"18165758","67","341","CUEVAS TORRES","RUA","0.0"
"18165772","00","SN","SETE DE SETEMBRO","RUA","0.0"
"18165788","00","232","PRESIDENTE KENNEDY","AVENIDA","0.0"
"18165799","00","23","Das quaresmeiras","RUA","0.0"
"18165813","01","147","QUARAI","RUA","0.0"
"18165822","01","50","Princesa Isabel","RUA","0.0"
"12128855","63","30","PEDRO VAZ","RUA","0.0"
"18165848","01","59","ISAURA CHAGAS","RUA","0.0"
"18165861","01","107","CONDE DE PORTO ALEGRE","RUA","0.0"
"18165874","01","2490","ANTONIO BARBEIRO HERREIRO","RUA","0.0"
"18165885","00","192","ALCIDES FARIA","RUA","0.0"
"18165898","01","32","QR 215 CONJUNTO 5","QUADRA","0.0"
"18165913","00","2261","DA MATRIZ","ESTRADA","0.0"
"14247370","01","36","DOS CAIXEIROS VIAJANTES","LARGO","0.0"
"18165933","00","501","PERNAMBUCO","RUA","0.0"
"18165946","67","25","JULIO CESAR DO NASCIMENTO","RUA","0.0"
"18165955","67","314 A","ANDARAI","RUA","0.0"
"18165965","63","3252-A","FARQUAR","AVENIDA","0.0"
"13021983","67","250","ALEXANDRE ALVES FERNANDES","RUA","0.0"
"18165994","67","309","Providencia","ESTRADA","0.0"
"18166005","01","110","13 DE MAIO","RUA","0.0"
"18166020","67","0651","CLOVIS VIVEIROS","AVENIDA","0.0"
"18166031","01","736","JOAO PEREIRA DA SILVA","RUA","0.0"
"18166044","01","22","BRITO","TRAVESSA","0.0"
"18166054","01","950","MARIZ E BARROS","RUA","0.0"
"18166070","67","321","AMADOR DA COSTA E SOUZA","RUA","0.0"
"18166081","01","SN","QUADRA 37","QUADRA","0.0"
"18166095","01","425","XV","AVENIDA","0.0"
"97538149","01","7218","DO CONTORNO","AVENIDA","0.0"
"18166121","00","0","OITO","RUA","0.0"
"79038097","01","50","ERMIDEO NUNES","RUA","0.0"
"18166145","63","341","ITAPUI","RUA","0.0"
"18166158","63","55  A","PAU DA BANDEIRA","AVENIDA","0.0"
"18166169","63","10","QUINTA LINHA","PASSAGEM","0.0"
"18166187","67","31","loteamento renascer","RUA","0.0"
"18166201","01","337","CANDIDO JOSE VIANA","RUA","0.0"
"18166214","00","1075","GALDINO VELOSO","RUA","0.0"
"18166222","01","347","FREI HENRIQUE DE ASCOLI","RUA","0.0"
"18166236","01","359","AROEIRA","RUA","0.0"
"18166246","00","62","EDUARDO WALECKI","RUA","0.0"
"18166260","00","2193","MARECHAL FLORIANO","RUA","0.0"
"18166271","00","165","IRMA LIGIA LORENZATTO","RUA","0.0"
"18166284","01","1208","DOUTOR ARGEU BRAGA HERBSTER","RUA","0.0"
"18166296","01","514","VOLUNTARIOS DA PATRIA","RUA","0.0"
"18166308","67","01","CANDEIAS","RUA","0.0"
"18166319","01","191","SETE DE SETEMBRO","RUA","0.0"
"14506157","01","08","OTON AMORIM DURANDO","RUA","0.0"
"18166342","00","300","BOA VISTA","RUA","0.0"
"18166354","01","338","DOS ESTADOS","AVENIDA","0.0"
"18166369","01","125","ANTONIO PEREZ HERNANDES","RUA","0.0"
"18166383","01","136","ARAPARI","RUA","0.0"
"18166394","00","122","CORONEL JOAO DE SA","RUA","0.0"
"18166407","01","598","AUGUSTO RIBAS","RUA","0.0"
"18166419","00","SN","7 UNIDADE 201","RUA","0.0"
"06626253","00","2490","DOUTOR ISMAEL ALONSO Y. ALONSO","AVENIDA","0.0"
"18166443","01","204","DELFIM MOREIRA","AVENIDA","0.0"
"18166455","67","55","MONSENHOR  JOSE MORENO DE SANTANA","PRACA","0.0"
"15393528","01","3101 A","DA CHEGANCA","AVENIDA","0.0"
"18166479","01","1139","POUSO ALEGRE","RUA","0.0"
"61585865","00","1850","GISELE CONSTANTINO","AVENIDA","0.0"
"18166503","63","3","NOSSA SENHORA DO AMPARO","RUA","0.0"
"18166513","63","72","BARTOLOMEU DE GUSMAO","RUA","0.0"
"09174520","01","715","PRESIDENTE KENNEDY","RUA","0.0"
"18166532","01","295","ROSA BONINI MARIANI","RUA","0.0"
"18166545","67","756","AMBIRE CAVALCANTI","RUA","0.0"
"18166556","67","88","DO JUAZEIRO","RUA","0.0"
"18166566","00","1495","BRIGADEIRO ARTHUR CARLOS PERALTA","RUA","0.0"
"18166578","01","56","GALBA VELOSO","PRACA","0.0"
"05423963","02","23","BENEDITINOS","RUA","0.0"
"18166604","01","128","PREDILIANO PITTA","RUA","0.0"
"18166613","01","35","1824-185","RUA","0.0"
"18166627","67","15","CURINA","RUA","0.0"
"18166640","67","309 A","CORONEL ESTEVAO DA CAMARA","RUA","0.0"
"18166649","01","10","QR 202 CONJUNTO C","QUADRA","0.0"
"18166661","00","784","CORONEL FREDERICO LINCK","AVENIDA","0.0"
"18166671","67","241","EBROINO URUGUAI","RUA","0.0"
"18166683","01","231","Adolfo Slusar","RUA","0.0"
"18166701","00","1860","LEONEL BEIRAO DE JESUS","AVENIDA","0.0"
"18166715","01","480","SAO BENEDITO","RUA","0.0"
"18166725","63","134","CORCOVADO","RUA","0.0"
"18118290","01","177","VARSOVIA","RUA","0.0"
"18166749","00","1366","DOS TRES RIOS","ESTRADA","0.0"
"18166760","00","134","DAS MARGARIDAS","RUA","0.0"
"18166773","63","707","LAURO SODRE","RUA","0.0"
"18166789","63","438","ALMIRANTE BARROSO","AVENIDA","0.0"
"18166800","00","36","HEITOR BERLEZE","AVENIDA","0.0"
"18166812","01","30","MIGUEL","RUA","0.0"
"18166825","01","1959","GUILHERME PUGSLEY","RUA","0.0"
"18166839","63","1553","MANUEL QUIRINO DE MATTOS","RUA","0.0"
"18166851","01","715","1542","RUA","0.0"
"18166860","63","233","LUIS DE ALBUQUERQUE","RUA","0.0"
"18166873","01","2110","GENERAL SAMPAIO","RUA","0.0"
"18166887","01","801","CAMPOS SALLES","RUA","0.0"
"18166902","01","25","GENESIO PINTO DA SILVA","RUA","0.0"
"18166912","01","184","TELES PIRES","AVENIDA","0.0"
"18166922","01","12","GUIRAPITANGA","RUA","0.0"
"18166933","01","757","ESTADO DE PERNAMBUCO","RUA","0.0"
"13433562","00","102","PROF ROBERTO CAVALHEIRO BRISOLLA","RUA","0.0"
"18166955","00","137","MILITAR","AVENIDA","0.0"
"18166970","00","95","NICOLA GIARDULI","RUA","0.0"
"18166981","67","5","PEDRO ALVES DE MENEZES","RUA","0.0"
"18166994","63","920","NOTHMANN","ALAMEDA","0.0"
"18167010","63","656","JOAO XXIII","AVENIDA","0.0"
"18167019","00","125","DOM ANTONIO REIS","RUA","0.0"
"18167030","67","585","HORACIO COUTO","RUA","0.0"
"18167041","00","128","Teofilo Ottoni","RUA","0.0"
"18167052","00","757","ESTADO DE PERNAMBUCO","RUA","0.0"
"18167063","01","407","COMANDANTE GUARANYS","AVENIDA","0.0"
"18167076","63","1022","AMELIA GUERRA","RUA","0.0"
"18167087","67","60","JONAS GOMES","RUA","0.0"
"18167102","67","130","RUBENS RANGEL","AVENIDA","0.0"
"18167116","01","179","DOUTOR JOSE ANIBAL SOARES DE OLIVEIRA","AVENIDA","0.0"
"18167133","01","1631","ERECHIM","RUA","0.0"
"18167144","01","1015","rua rui barbosa","RUA","0.0"
"18167156","00","250","HERCULANO KER","RUA","0.0"
"18167166","01","158","ALMIRANTE BARROSO","RUA","0.0"
"18167179","01","504","PADRE JACINTO MIENSOPUST","RUA","0.0"
"18167193","00","492","RECANTO MADUREIRA","RUA","0.0"
"18167207","00","1400","HUNGRIA","RUA","0.0"
"18167222","63","874","JOSE TEODORO CORREA","RUA","0.0"
"18167233","63","97","DEOCLECIANO DE OLIVEIRA FILHO","RUA","0.0"
"18167242","67","SN","D","RUA","0.0"
"18167259","63","278","FASCINACAO","RUA","0.0"
"18167271","00","88","ALMIRANTE TAMANDARE","RUA","0.0"
"18167283","01","LT33","VINICIUS DE MORAES","RUA","0.0"
"18167297","01","75","GUARA","RUA","0.0"
"18167307","01","153","GENERAL OSORIO","RUA","0.0"
"18167318","01","2964","LEANDRO MACIEL - LOTEAMENTO JOSE CARLOS MACHADO","RUA","0.0"
"18167331","67","262","PIAUIENSE","RUA","0.0"
"18167344","01","973","RIO DE JANEIRO","RUA","0.0"
"18167357","00","71","CASTELO BRANCO","AVENIDA","0.0"
"18167371","00","563","DOUTOR GETULIO VARGAS","AVENIDA","0.0"
"18167382","00","646","CORONEL CLAUDINO","RUA","0.0"
"18167397","00","116 A","JOAQUIM CONRADO DE LORENA E SA","RUA","0.0"
"18167408","63","15","Bernardo Saiao","RUA","0.0"
"18167422","01","1691","FRANCISCO CARLOS JANSEN","AVENIDA","0.0"
"18167434","00","134","GENTIL DA SILVA LEITE FILHO","RUA","0.0"
"18167447","01","10","FRANCISCO DRUMOND SN","RUA","0.0"
"18167463","67","11","DOUTORA LEDA DE PAULA","RUA","0.0"
"15515988","01","323","BARAO DE DUPRAT","RUA","0.0"
"18167479","00","SN","CAMINHO DAS ARVORES","AVENIDA","0.0"
"18167491","00","350","JOSE JACOBER","RUA","0.0"
"18167504","67","488","SAO GONCALO DO RIO DAS PEDRAS","RUA","0.0"
"18167518","00","41","ARTUR MANPRIN","RUA","0.0"
"18167530","01","3131","NOSSA SENHORA DO SABARA","AVENIDA","0.0"
"18167540","00","1850","LAGARTO","RUA","0.0"
"18167553","01","134","MARANHAO","RUA","0.0"
"18167568","67","7220","SENADOR TEOTONIO VILELA","AVENIDA","0.0"
"12804726","01","26","4","MODULO","0.0"
"18167589","01","124","JOSE LINS DO REGO","RUA","0.0"
"18167605","01","346","CRUZEIRO","RUA","0.0"
"18167615","00","SN","VICINAL III","CAMINHO","0.0"
"18167628","63","750","JOAO BIGOSSI","RUA","0.0"
"18167639","01","O3A","VINTE E UM DE ABRIL","RUA","0.0"
"18167655","01","14 E","ANTONIO CANDIDO PEREIRA","RUA","0.0"
"18167667","00","866","DAS AMERICAS","AVENIDA","0.0"
"18167677","63","257","BIAS FORTES","RUA","0.0"
"18167691","00","295","JOSE ANTONIO CRESSONI","RUA","0.0"
"18167708","01","201","DO JAGUARE","ESTRADA","0.0"
"18167719","63","SN","MINACU","AVENIDA","0.0"
"18167732","16","520","antonio conselheiro","RUA","0.0"
"17316602","01","220","ANTONIO AFONSO DE LIMA","AVENIDA","0.0"
"18167756","00","210","TANIA MARIA CAMPOS","RUA","0.0"
"18167765","00","15","BARAO DA TORRE","RUA","0.0"
"18166685","01","SN","ROSENTINO BOTELHO DE A. FILHO","AVENIDA","0.0"
"18167790","00","271","DJALMA TORRES","RUA","0.0"
"18167804","00","414","SAO RAFAEL","RUA","0.0"
"18167815","01","2156","VICTORIO SANTIM","RUA","0.0"
"18167832","63","SN","LOCALIDADE SAO JOAO DOS CAVALHEIROS","ESTRADA","0.0"
"18167844","63","sn","Francisco Marques de Araujo","RUA","0.0"
"18167854","63","S/N","B, JARDIM DOS FLAMBOYANS","RUA","0.0"
"18167867","63","sn","MADRID","AVENIDA","0.0"
"16727004","63","QD 43","RUA MARECHAL DEODORO","RUA","0.0"
"18167893","01","302","DAS AZALEIAS","RUA","0.0"
"18167904","00","205","JOSE SAMPAIO","RUA","0.0"
"13186322","01","223","JULIO CAMPOS","RUA","0.0"
"18167921","63","232","FRANCISCO MATARAZZO","AVENIDA","0.0"
"18167933","00","487","SANTA BARBARA","AVENIDA","0.0"
"18167945","01","19","BAIAO","TRAVESSA","0.0"
"08104547","63","835","FORTALEZA","AVENIDA","0.0"
"18167966","01","84","EQUADOR","RUA","0.0"
"18167975","01","742","ANTONIO MANOEL DOS SANTOS","RUA","0.0"
"18167984","00","S/N","AZUL DIVISA","SITIO","0.0"
"18167993","01","130","MARIA FRAGA","RUA","0.0"
"18168003","67","260","ITALIA","AVENIDA","0.0"
"18168009","00","SN","CINCO ESTRELAS","CHACARA","0.0"
"18168022","63","373","EMILIA LEVASSEUR ROCHA","RUA","0.0"
"18168034","67","162","BR 319 KM 7 PANELAO","RODOVIA","0.0"
"18168045","01","28cas4","ABEOCUTA","RUA","0.0"
"18168058","63","86","GUZOLANDIA","RUA","0.0"
"18168073","67","SN","VICENTE DA SILVEIRA LOPES","RUA","0.0"
"18168086","00","976","VER JOSE ALEXANDRE TRINDADE","RUA","0.0"
"18168101","00","110","JOAO PATRICIO ARAUJO","RUA","0.0"
"18168114","67","966","JOAQUIM NABUCO","AVENIDA","0.0"
"18168125","01","292","MONTE FRADE MACAE","RUA","0.0"
"18168134","67","27","OLAVIO PILARQUE","RUA","0.0"
"18168150","63","744","DR PRESCILIANO PINTO","RUA","0.0"
"18168164","00","970","MATO GROSSO","RUA","0.0"
"18168175","67","268","DOM JACKSON BERENGUER PRADO","RUA","0.0"
"17203732","00","SN","POVOADO DE SOBRADO","FAZENDA","0.0"
"18168202","01","449","ADVOGADO SABINO JOSE DA COSTA","RUA","0.0"
"18168214","00","1199","PAVAO REAL","ACESSO","0.0"
"18168226","01","43","CORONEL TENORIO DE ALBURQUERQUE","RUA","0.0"
"18168235","00","425","FRANCISCA RODRIGUES DE FARIAS","RUA","0.0"
"12365801","63","240","0","RUA","0.0"
"18168256","00","SN","SANTA ROSA","ESTANCIA","0.0"
"18168264","01","S/N","407 NORTE (ARNO 43, QC 02), ALAMEDA 04","QUADRA","0.0"
"18168272","67","65","do ouro","AVENIDA","0.0"
"10288888","63","721","TAILANDIA","RUA","0.0"
"15089743","00","136","DOUTOR ALMEIDA NOBRE","RUA","0.0"
"18168307","00","408","GABRIEL CASSADOR","RUA","0.0"
"18168321","00","600","GERALDO ATHAYDE","AVENIDA","0.0"
"18168335","00","117","ITAPIRANGA","AVENIDA","0.0"
"14694171","01","415","SILAS PEREIRA","RUA","0.0"
"18168359","00","SN","BANDEIRANTE LOURDES ROCHA","RUA","0.0"
"18168371","00","191","PRIMEIRO DE MAIO","PRACA","0.0"
"18168384","01","41","23 DE JULHO","RUA","0.0"
"18168396","67","3157","FERNANDO DE NORONHA","RUA","0.0"
"18168410","01","000000","900 THIRD AVENUE","","0.0"
"14584166","01","365","ADALVACI VIEIRA DOS SANTOS OLIVEIRA","RUA","0.0"
"13254830","01","415","DA TAQUARA","BECO","0.0"
"18168444","63","5","DO BANDEIRA","ESTRADA","0.0"
"18168457","01","19","08-NUCLEO C (CAJAZEIRAS VIII)","CAMINHO","0.0"
"18168473","01","477","BRASIL","AVENIDA","0.0"
"18168487","67","490","DA NACAO","RUA","0.0"
"18168497","00","73","MARECHAL DEODORO","RUA","0.0"
"18168508","00","1948","JOAO XXIII","AVENIDA","0.0"
"18168520","67","14","PAULA MATOS","RUA","0.0"
"18168532","00","40","ANTALINA MARIA LEAL","TRAVESSA","0.0"
"18168543","67","320","JULIA XAVIER MARTINS","RUA","0.0"
"18168554","00","1123","SANTO ANTONIO","RUA","0.0"
"18168568","01","1982","VIEIRA DE MORAIS","RUA","0.0"
"18168581","00","14115","NUNO DE ASSIS QUADRA","AVENIDA","0.0"
"18168594","00","05","SENADOR ALVARO MAIA","AVENIDA","0.0"
"18168604","67","491","PALMEIRA DAS BERMUDAS","RUA","0.0"
"18168611","01","2192","ERNANI DE OLIVEIRA ROCHA","AVENIDA","0.0"
"18168624","63","295","DAVID PAVAO","RUA","0.0"
"18168635","01","66","ARY COELHO","RUA","0.0"
"18168646","01","860","VICTOR BENATO","RUA","0.0"
"18168659","00","614 W","DAS ARARAS","AVENIDA","0.0"
"18168670","01","6675","GIOVANNI GRONCHI","AVENIDA","0.0"
"18168683","74","S/N","2711 CENTERVILLE ROAD, SUITE 400","","0.0"
"18168695","74","S/N","7150 E.CAMELBACK ROAD, SUITE 444","","0.0"
"18168707","67","329","AUGUSTO BATISTA DE CARVALHO","RUA","0.0"
"18168727","00","0","4","RUA","0.0"
"18168739","01","51","PITUNA","RUA","0.0"
"18168752","01","1671 A","INACIO JOSE DE MELO","RUA","0.0"
"18168763","01","271","MINAS DE SANTA FE","RUA","0.0"
"18168777","00","628","LAVANDA","RUA","0.0"
"18168792","01","134","Tubarao","RUA","0.0"
"18168804","00","3-69","LUIZ BORTONE QUADRA","RUA","0.0"
"18168818","63","2651","BAURU","RUA","0.0"
"18168830","67","112","LUIZ GOMES","RUA","0.0"
"18168842","01","671","PROFESSORA ALICE SOARES","RUA","0.0"
"18168855","67","1308","ALBERTO ARAUJO ARRUDA","AVENIDA","0.0"
"18168871","01","60","FRANCISCO NOVO","TRAVESSA","0.0"
"18168884","01","411","Santos Dumont","RUA","0.0"
"18168897","67","12","DEZ","RUA","0.0"
"18168910","00","10","PARA","RUA","0.0"
"18168919","67","484","BENEDITO BENTES (CJ BENEDITO BENTES II)","AVENIDA","0.0"
"18168933","01","80","RUI GURGEL","RUA","0.0"
"18168945","01","111","SAO PAULO","RUA","0.0"
"18168959","01","708","DEPUTADO ANTONIO EDU VIEIRA","RUA","0.0"
"18168972","63","14","DOUTOR EDMUNDO JOSE DE LIMA","RUA","0.0"
"18168981","67","129","LIMOEIRO","RUA","0.0"
"18168992","01","557","GERALDO RIBEIRO","RUA","0.0"
"18169006","01","36","Antonio Romeira Y Romeira","RUA","0.0"
"18169018","01","427","WASHINGTON PENSA","RUA","0.0"
"17164183","00","95","DA PEDRA DO BALAO","SERVIDAO","0.0"
"18169047","01","160","MAJOR JOAQUIM BERNARDES","RUA","0.0"
"18169058","01","175","TRINTA (LOT. RECIFE)","RUA","0.0"
"18169071","67","173","ITAPOEMA","RUA","0.0"
"18169084","01","45","BASEVI AR 05","VILA","0.0"
"18169097","63","210","SYNESIO PEREIRA (JD AMALIA)","AVENIDA","0.0"
"18169113","00","148","ROSARIO TUDDA","RUA","0.0"
"18169125","01","849","VALE DAS PEDRINHAS (V PEDRINHAS)","AVENIDA","0.0"
"18169137","01","1541","eduardo schunemann","RUA","0.0"
"18169149","00","144","SAO JUDAS TADEU (CJ RES S J TADEU)","PRACA","0.0"
"18169162","00","19","JOSE MONTEIRO GONDIM","TRAVESSA","0.0"
"18169172","00","SN","TUPASSI","RUA","0.0"
"18169183","00","16","Carlos Souza","RUA","0.0"
"18169195","67","179","ADELINO RODRIGUES GATTO","RUA","0.0"
"18169207","00","57","OITO DE NOVEMBRO","RUA","0.0"
"18169217","01","23","LEDA","VILA","0.0"
"18169231","67","962","WALDEMAR CARLOS PEREIRA","AVENIDA","0.0"
"18169246","00","1285","OSVALDO CRUZ","RUA","0.0"
"18169259","63","30a","BOA ESPERANCA","TRAVESSA","0.0"
"18169272","01","148","PASSA QUATRO","RUA","0.0"
"18169283","67","257 A","SAO FRANCISCO DE ASSIS","RUA","0.0"
"18169298","01","386","DEPUTADO CRISTOVAM CHIARADIA","AVENIDA","0.0"
"18169311","67","25 c 3","AVAREMOTEMO","RUA","0.0"
"18169323","63","148","MANE GARRINCHA","RUA","0.0"
"18169335","67","1106","DIAS MARTINS","ESTRADA","0.0"
"18169348","63","27","R DOIS (5A UNIDADE VICINAL)","ACESSO","0.0"
"18169360","00","00210","GUATAMBU","RUA","0.0"
"18169370","00","43","DEPUTADO DOMICIO SCARAMELLA","RUA","0.0"
"18169386","67","315","HUMBERTO GONCALVES DE LIMA","RUA","0.0"
"14405444","01","s/n","DOUTOR SOLON DE ALMEIDA","RUA","0.0"
"18169397","01","1953","MARTIM FELIX BERTA","ESTRADA","0.0"
"18169410","67","1990","TRAVESSA PRIMAVERA","TRAVESSA","0.0"
"18169422","01","36","QNN 26 CONJUNTO H","CONJUNTO","0.0"
"18169437","67","25","DA ALEGRIA,","RUA","0.0"
"18169451","01","02","RUA A, TRAVESSA 20, SN 000001 000108","RUA","0.0"
"18169463","63","302","POVOADO PORTO DO MATO","RUA PRINCIPAL","0.0"
"18169475","00","345","DEP NICODEMOS CORREIA FALCAO","RUA","0.0"
"18169489","00","861","MAJOR ABELARDO JOSE DA CRUZ","AVENIDA","0.0"
"18169500","00","40","SAO LUIZ DO PARAITINGA","RUA","0.0"
"18169512","00","167","MATEUS LOURENCO DE CARVALHO","RUA","0.0"
"18169527","00","145","SAO JOSE","RUA","0.0"
"14387832","01","445","TENENTE CORONEL CARDOSO","RUA","0.0"
"18169548","01","420","PRESIDENTE ARTUR BERNARDES","AVENIDA","0.0"
"18169566","00","1118","OESTE","AVENIDA","0.0"
"17632790","63","235","OLGA FERNANDES SERRA","RUA","0.0"
"18169586","67","941","PASCHOA LAZAROTTO TONIOLO","RUA","0.0"
"18169597","01","158","AVENIDA LAURO MACHADO","AVENIDA","0.0"
"18169605","01","951","JUSTINO FRANCA","RUA","0.0"
"18169619","01","2203","ANTONIO BASILIO","AVENIDA","0.0"
"18169632","63","174","COSME VIANA","RUA","0.0"
"18169641","00","KM 15","RHODIA","ESTRADA","0.0"
"18169655","00","104","ALFEU BARIANI","RUA","0.0"
"18169669","00","280","FREI JABOATAO","RUA","0.0"
"18169681","63","312","BENEDITA PINTO SILICANI","RUA","0.0"
"18169692","01","737","PROFESSOR FRANCISCO BARBETA JUNIOR","AVENIDA","0.0"
"17667784","01","67","FLORIANOPOLIS","AVENIDA","0.0"
"18169715","63","16","CLAUDIO ROCHA","TRAVESSA","0.0"
"18169727","00","1297","DAS ACACIAS","ESTRADA","0.0"
"18169739","01","140","SAO SEBASTIAO LOTE","AVENIDA","0.0"
"18169751","63","1880","AGUA BRANCA","RUA","0.0"
"18169761","63","127","CONSELHEIRO DANTAS","RUA","0.0"
"18169776","01","923","GOVERNADOR ROBERTO DA SILVEIRA","AVENIDA","0.0"
"18169787","00","108","CENTRAL","AVENIDA","0.0"
